comments,professor_name,school_name,department_name,gender,sentences
This guy is hilarious! I just finished a semester with him. I wish he taught the next course of math I have to take.,D  Long,Volunteer State Community College,Mathematics department,mostly_male,"['This guy is hilarious!', 'I just finished a semester with him.', 'I wish he taught the next course of math I have to take.']"
"I bet the previous post is from the girl who had already failed his class once and probably failed again. He was without question the best math teacher I have ever had at any level. The few phone calls he had were because of his level of responsibility with his full time job, they were few and far between. Students took calls if needed also.",D  Long,Volunteer State Community College,Mathematics department,mostly_male,"['I bet the previous post is from the girl who had already failed his class once and probably failed again.', 'He was without question the best math teacher I have ever had at any level.', 'The few phone calls he had were because of his level of responsibility with his full time job, they were few and far between.', 'Students took calls if needed also.']"
"You girls need better taste in Men. He was always taking calls from work which intrupted class & made it hard to follow. That CD you got he knew nothing about it. There were DVD\'s in the Library that were easier than he was. I never showed you any short cuts for the work. He was usually Late for Class, up to a half an hour or so. I was notimpressed",D  Long,Volunteer State Community College,Mathematics department,mostly_male,"['You girls need better taste in Men.', 'He was always taking calls from work which intrupted class & made it hard to follow.', 'That CD you got he knew nothing about it.', ""There were DVD\\'s in the Library that were easier than he was."", 'I never showed you any short cuts for the work.', 'He was usually Late for Class, up to a half an hour or so.', 'I was notimpressed']"
GREAT teacher! Always makes class laugh and is gret to look at :) . I wish I could take him for more classes.,D  Long,Volunteer State Community College,Mathematics department,mostly_male,"['GREAT teacher!', 'Always makes class laugh and is gret to look at :) .', 'I wish I could take him for more classes.']"
good teacher! he is always trying to make the class laugh,D  Long,Volunteer State Community College,Mathematics department,mostly_male,"['good teacher!', 'he is always trying to make the class laugh']"
He makes class fun and is easy to understand,D  Long,Volunteer State Community College,Mathematics department,mostly_male,['He makes class fun and is easy to understand']
"For a guy in his forties, he\'s got great eyes. Thinks he\'s a comedian but at least he\'s upbeat and makes class fun while learning.",D  Long,Volunteer State Community College,Mathematics department,mostly_male,"[""For a guy in his forties, he\\'s got great eyes."", ""Thinks he\\'s a comedian but at least he\\'s upbeat and makes class fun while learning.""]"
So boring I could have hung myself in his class. He sounds like the guy for those commercials asking if you have dry red ichy eyes us these eyes drops. He is BORING!!!! If you want to keep your sanitiy DO NOT take this class!!!,J  Lowe,Volunteer State Community College,Engineering department,male,"['So boring I could have hung myself in his class.', 'He sounds like the guy for those commercials asking if you have dry red ichy eyes us these eyes drops.', 'He is BORING!', '!', '!', '!', 'If you want to keep your sanitiy DO NOT take this class!', '!', '!']"
BORING,J  Lowe,Volunteer State Community College,Engineering department,male,['BORING']
Mr. Lowe is bay far the best prof I had while at VSCC. It always makes him self available and is great even outside the classroom.,J  Lowe,Volunteer State Community College,Engineering department,male,"['Mr. Lowe is bay far the best prof I had while at VSCC.', 'It always makes him self available and is great even outside the classroom.']"
"Mr. Lowe is not only a very intellegent engineer and a good teacher, but a very good person as well. He will go out of his way to make sure you understand the material and his office door is always open. I highly recommend him (not that you have a choice, he\'s the only engineering teacher at vol-state)",J  Lowe,Volunteer State Community College,Engineering department,male,"['Mr. Lowe is not only a very intellegent engineer and a good teacher, but a very good person as well.', 'He will go out of his way to make sure you understand the material and his office door is always open.', ""I highly recommend him (not that you have a choice, he\\'s the only engineering teacher at vol-state)""]"
He makes everything very clear and very easy I enjoyed his class and I HATE to write,B  Dennis,Volunteer State Community College,English department,male,['He makes everything very clear and very easy I enjoyed his class and I HATE to write']
Dr. D is the best!! I had him in high school and he was the nicest man ever!,B  Dennis,Volunteer State Community College,English department,male,"['Dr. D is the best!', '!', 'I had him in high school and he was the nicest man ever!']"
she was awesome when she taught here...she had the most interesting classes; she was fair with the students; and she was really concerned about equality and social justice...the kids at this school were too concerned about doing what their mommy\'s and daddy\'s told them to do to understand what she was teaching...she\'s awesome,Darwin  Davis,Hartwick College,English department,male,"['she was awesome when she taught here...', 'she had the most interesting classes; she was fair with the students; and she was really concerned about equality and social justice...', ""the kids at this school were too concerned about doing what their mommy\\'s and daddy\\'s told them to do to understand what she was teaching..."", ""she\\'s awesome""]"
No Comments,Darwin  Davis,Hartwick College,English department,male,['No Comments']
"can\'t stand her--tells you her ultra liberal ideas are fact and if you try to argue and discuss like a normal classroom atmosphere, she gets extremely upset and tells u u are wrong and whoever told u that is wrong. today in class she said only white people can be **** and only males be ****. she also said that ""if bush were black he would hav",Darwin  Davis,Hartwick College,English department,male,"[""can\\'t stand her--tells you her ultra liberal ideas are fact and if you try to argue and discuss like a normal classroom atmosphere, she gets extremely upset and tells u u are wrong and whoever told u that is wrong."", 'today in class she said only white people can be **** and only males be ****.', 'she also said that ""if bush were black he would hav']"
terrible.,Darwin  Davis,Hartwick College,English department,male,['terrible.']
"I found Darwin to be extremely unqualified for teaching this class. Though she knows her english, we very seldomly actually did english. I feel that if i am mandated to take a class like i was with this english class, then i should be learning english and not just discussing her life as a teen.",Darwin  Davis,Hartwick College,English department,male,"['I found Darwin to be extremely unqualified for teaching this class.', 'Though she knows her english, we very seldomly actually did english.', 'I feel that if i am mandated to take a class like i was with this english class, then i should be learning english and not just discussing her life as a teen.']"
Shes fun and interesting-- and her sons adorable,Darwin  Davis,Hartwick College,English department,male,['Shes fun and interesting-- and her sons adorable']
No Comments,Michele  Serra,Palomar College,Speech department,female,['No Comments']
"Ms. Serra is not the easiest teacher I have ever had, but she is obviously motivated to help every student pass the class and learn to be a more confident speaker. The other raters said she is very forgiving with absences, but I do know people who were dropped for being absent too much. After all, it\'s a speech class and you have to be there.",Michele  Serra,Palomar College,Speech department,female,"['Ms. Serra is not the easiest teacher I have ever had, but she is obviously motivated to help every student pass the class and learn to be a more confident speaker.', 'The other raters said she is very forgiving with absences, but I do know people who were dropped for being absent too much.', ""After all, it\\'s a speech class and you have to be there.""]"
"Ms. Serra is awesome. She wants you to be able to communicate well and to pass her class. Sometimes her lectures lack clarity but she makes up for that with plain silliness. Easy A if you just show up to clase, though she is VERY forgiving if you miss (just give her a good reason why)",Michele  Serra,Palomar College,Speech department,female,"['Ms. Serra is awesome.', 'She wants you to be able to communicate well and to pass her class.', 'Sometimes her lectures lack clarity but she makes up for that with plain silliness.', 'Easy A if you just show up to clase, though she is VERY forgiving if you miss (just give her a good reason why)']"
took another prof. before and dropped because was too critical and was horrified of public speaking. Ms. Serra makes you feel very comfortable. She has a very unique style which makes class fun...Her number one goal is to make sure you pass. HIGHLY RECOMMEND!!!!,Michele  Serra,Palomar College,Speech department,female,"['took another prof.', 'before and dropped because was too critical and was horrified of public speaking.', 'Ms. Serra makes you feel very comfortable.', 'She has a very unique style which makes class fun...', 'Her number one goal is to make sure you pass.', 'HIGHLY RECOMMEND!', '!', '!', '!']"
Great teacher.Out going person. you will never be bord in her class.,Michele  Serra,Palomar College,Speech department,female,"['Great teacher.', 'Out going person.', 'you will never be bord in her class.']"
"Ms. Serra is a very odd instructor... but in a good way! She is very silly and fun and she helps you in any way possible to succeed in the class. She will do anything it takes to get you to come to class, she even thows pizza parties. This class is very enjoyable and an easy A.",Michele  Serra,Palomar College,Speech department,female,"['Ms. Serra is a very odd instructor...', 'but in a good way!', 'She is very silly and fun and she helps you in any way possible to succeed in the class.', 'She will do anything it takes to get you to come to class, she even thows pizza parties.', 'This class is very enjoyable and an easy A.']"
"ms. serra is an awesome teacher. very unusual, but extremely fun and helpful. a must have class",Michele  Serra,Palomar College,Speech department,female,"['ms.', 'serra is an awesome teacher.', 'very unusual, but extremely fun and helpful.', 'a must have class']"
Ms. Serra\'s way of teaching breaks down a lot of barriers within the first class meeting. After that it becomes easy to speak in front of the rest of the class.,Michele  Serra,Palomar College,Speech department,female,"[""Ms. Serra\\'s way of teaching breaks down a lot of barriers within the first class meeting."", 'After that it becomes easy to speak in front of the rest of the class.']"
"As an older student returning to college, she was so supporting and respectful. Since English is not my first language, I had anxiety to take any oral communication class, But in her class she valued my background, effort and my accent.She tought me how to be an effective speaker in the society.",Michele  Serra,Palomar College,Speech department,female,"['As an older student returning to college, she was so supporting and respectful.', 'Since English is not my first language, I had anxiety to take any oral communication class, But in her class she valued my background, effort and my accent.', 'She tought me how to be an effective speaker in the society.']"
She creates an atmosphere of awareness and motivation.,Michele  Serra,Palomar College,Speech department,female,['She creates an atmosphere of awareness and motivation.']
"I dropped this class two times before because I was so scared to take Speech. Ms Serra made it clear that STUDENTS AND RELATIONSHIPS ARE MORE IMPORTANT THAN BOOKS AND PAPERS! We still gave speeches and wrote papers, but I learned how to ""mean what I say & say what I mean."" Ms. Serra rocks!",Michele  Serra,Palomar College,Speech department,female,"['I dropped this class two times before because I was so scared to take Speech.', 'Ms Serra made it clear that STUDENTS AND RELATIONSHIPS ARE MORE IMPORTANT THAN BOOKS AND PAPERS!', 'We still gave speeches and wrote papers, but I learned how to ""mean what I say & say what I mean"".', 'Ms. Serra rocks!']"
Ms. Serra teaches the very opposite of other teachers which helps a lot when learning because you actually want to get involved and participate to get that A! Thanks For everything!!!,Michele  Serra,Palomar College,Speech department,female,"['Ms. Serra teaches the very opposite of other teachers which helps a lot when learning because you actually want to get involved and participate to get that A!', 'Thanks For everything!', '!', '!']"
No Comments,Michele  Serra,Palomar College,Speech department,female,['No Comments']
"Hi Katz n Kittens! Mz. Serra is the BEST teacher period! If other professors followed her exemplary way of teaching more students would LOVE learning. But, alas, Mz. Serra is a cow! No really! She is a cow and oh so totally hot at the same time!! Mz. Serra however is NOT an easy A. She is a FUN A !",Michele  Serra,Palomar College,Speech department,female,"['Hi Katz n Kittens!', 'Mz.', 'Serra is the BEST teacher period!', 'If other professors followed her exemplary way of teaching more students would LOVE learning.', 'But, alas, Mz.', 'Serra is a cow!', 'No really!', 'She is a cow and oh so totally hot at the same time!', '!', 'Mz.', 'Serra however is NOT an easy A. She is a FUN A !']"
"Ms. Serra is wonderful, brilliant and HOT!!! But she\'s such a COW. I\'ve never met anyone who can be a COW and a beautiful person at the same time, but she does and she\'s good at it. Thank you, Ms. Serra. I enjoyed your class.",Michele  Serra,Palomar College,Speech department,female,"['Ms. Serra is wonderful, brilliant and HOT!', '!', '!', ""But she\\'s such a COW."", ""I\\'ve never met anyone who can be a COW and a beautiful person at the same time, but she does and she\\'s good at it."", 'Thank you, Ms. Serra.', 'I enjoyed your class.']"
Great class! She helped me overcome my fear of public speaking. And she\'s soooo hot!,Michele  Serra,Palomar College,Speech department,female,"['Great class!', 'She helped me overcome my fear of public speaking.', ""And she\\'s soooo hot!""]"
"Best Speech teacher there could probably be if you are dreading the course in any way. She\'s really helpful and she honestly cares about everyone. The class should be simple for anyone comfortable with public speaking, and it\'ll be helpful to those who are not:)",Michele  Serra,Palomar College,Speech department,female,"['Best Speech teacher there could probably be if you are dreading the course in any way.', ""She\\'s really helpful and she honestly cares about everyone."", ""The class should be simple for anyone comfortable with public speaking, and it\\'ll be helpful to those who are not:)""]"
"Mz Serra is great! She cares about all her students and makes giving speeches fun! I\'m no longer nervous to give speeches, because I know that she cares about me and only wants me to do well. Show up to class,give your speeches, and you\'ll get an A!!!",Michele  Serra,Palomar College,Speech department,female,"['Mz Serra is great!', 'She cares about all her students and makes giving speeches fun!', ""I\\'m no longer nervous to give speeches, because I know that she cares about me and only wants me to do well."", ""Show up to class,give your speeches, and you\\'ll get an A!"", '!', '!']"
"She\'s just great! Wants EVERYONE to succeed. Very helpful, energetic, and fun. Helps everyone to become comfortable with standing in front of a room of people and speaking. Before enrolling, I dreaded this class, but from the first day, I got a sense",Michele  Serra,Palomar College,Speech department,female,"[""She\\'s just great!"", 'Wants EVERYONE to succeed.', 'Very helpful, energetic, and fun.', 'Helps everyone to become comfortable with standing in front of a room of people and speaking.', 'Before enrolling, I dreaded this class, but from the first day, I got a sense']"
She is a pretty good teacher but the harder you work on an essay the lower your score. I half-assed my last two essays and got A\'s while working hard on my first one and got a B. She an easy grader for the most part and this is her last semester.,Carla  Steinberg,Sonoma State University,English department,male,"['She is a pretty good teacher but the harder you work on an essay the lower your score.', ""I half-assed my last two essays and got A\\'s while working hard on my first one and got a B. She an easy grader for the most part and this is her last semester.""]"
This class is very boaring. Lots of reading. Four essays plus a group project. Seems like she looked down on our generation. Not very helpfull. We have to read the stories and peer edit our own papers. SO just sits their or talkes about who knows what.,Carla  Steinberg,Sonoma State University,English department,male,"['This class is very boaring.', 'Lots of reading.', 'Four essays plus a group project.', 'Seems like she looked down on our generation.', 'Not very helpfull.', 'We have to read the stories and peer edit our own papers.', 'SO just sits their or talkes about who knows what.']"
"Carla is a straight up G. She loves the material, and loves seeing students dive in and excel. With that being said, she\'s a babe and a half.",Carla  Steinberg,Sonoma State University,English department,male,"['Carla is a straight up G. She loves the material, and loves seeing students dive in and excel.', ""With that being said, she\\'s a babe and a half.""]"
lovessss it,Carla  Steinberg,Sonoma State University,English department,male,['lovessss it']
"Requires a lot of reading. Nice old lady, who respects others comments. I highly recommend if you enjoy reading, but has limited office hours. She will do her best in class to help you with your essays. Kinda crazy lady though!",Carla  Steinberg,Sonoma State University,English department,male,"['Requires a lot of reading.', 'Nice old lady, who respects others comments.', 'I highly recommend if you enjoy reading, but has limited office hours.', 'She will do her best in class to help you with your essays.', 'Kinda crazy lady though!']"
"She is easy, but grades harder than you think. She is old and rather slow, but makes the class fun. I enjoyed her class but expected a better grade than what I got.",Carla  Steinberg,Sonoma State University,English department,male,"['She is easy, but grades harder than you think.', 'She is old and rather slow, but makes the class fun.', 'I enjoyed her class but expected a better grade than what I got.']"
"She is very enthusiastic and has a love for teaching that reminds us of why college offers just a lot more than grade school. She reinforces the importance of using the words ""I"" and ""feel"" which help re-establish the individuality of a writer. She was a thrill to have, and her advice, as well as wisdom serve as an added bonus on her resume.",Carla  Steinberg,Sonoma State University,English department,male,"['She is very enthusiastic and has a love for teaching that reminds us of why college offers just a lot more than grade school.', 'She reinforces the importance of using the words ""I"" and ""feel"" which help re-establish the individuality of a writer.', 'She was a thrill to have, and her advice, as well as wisdom serve as an added bonus on her resume.']"
"Great professor. Fun, funny and loves the subject. Always interesting and very helpful. Never a dull moment and I took the class in the morning!",Carla  Steinberg,Sonoma State University,English department,male,"['Great professor.', 'Fun, funny and loves the subject.', 'Always interesting and very helpful.', 'Never a dull moment and I took the class in the morning!']"
"Carla is a crazy little lady. She definitely keeps the class entertained. There\'s no tests and no final. only three essays, and they\'re all relatively easy. if ur looking for a fun and easy English class u definitely want Carla to be ur teacher.",Carla  Steinberg,Sonoma State University,English department,male,"['Carla is a crazy little lady.', 'She definitely keeps the class entertained.', ""There\\'s no tests and no final."", ""only three essays, and they\\'re all relatively easy."", 'if ur looking for a fun and easy English class u definitely want Carla to be ur teacher.']"
"She is the nicest woman ever, low homework...she is very understanding..i got a kidney infection in the middle of semester and was out for 2 weeks..i tried to come back and she said ""you dont look so well go home and rest"" NICEST WOMAN EVER! no tests, midterms, and finals! sooo nice! just engage in dicsussion you will make her day!",Carla  Steinberg,Sonoma State University,English department,male,"['She is the nicest woman ever, low homework...', 'she is very understanding..', 'i got a kidney infection in the middle of semester and was out for 2 weeks..', 'i tried to come back and she said ""you dont look so well go home and rest"" NICEST WOMAN EVER!', 'no tests, midterms, and finals!', 'sooo nice!', 'just engage in dicsussion you will make her day!']"
"By far my favorite teacher. She is extremely intelligent and intellectual. This class is the only class I actually looked forward to going to. Her class has a lot of depth to it, and she makes it very easy to achieve a high grade. Great woman.",Carla  Steinberg,Sonoma State University,English department,male,"['By far my favorite teacher.', 'She is extremely intelligent and intellectual.', 'This class is the only class I actually looked forward to going to.', 'Her class has a lot of depth to it, and she makes it very easy to achieve a high grade.', 'Great woman.']"
No Comments,Carla  Steinberg,Sonoma State University,English department,male,['No Comments']
Great Professor!!!! Very helpful...pretty easy class..definitley would recommend in....shes very helpful outside of class..very opinionate but in a good way,Carla  Steinberg,Sonoma State University,English department,male,"['Great Professor!', '!', '!', '!', 'Very helpful...', 'pretty easy class..', 'definitley would recommend in....', 'shes very helpful outside of class..', 'very opinionate but in a good way']"
"I love Carla! She emphasizes discussion in class; if you have something to say, she listens. Compassionate grader, and excellent professor who obviously enjoys teaching. Take her class if you can!",Carla  Steinberg,Sonoma State University,English department,male,"['I love Carla!', 'She emphasizes discussion in class; if you have something to say, she listens.', 'Compassionate grader, and excellent professor who obviously enjoys teaching.', 'Take her class if you can!']"
"This teacher will talk your ear off during every class, some of it relevant to the subject. She is pretty opinionated, although she claims otherwise, so choose your words carefully. Overall, she\'s a great teacher and your assignments aren\'t hard. It was an enjoyable class.",Carla  Steinberg,Sonoma State University,English department,male,"['This teacher will talk your ear off during every class, some of it relevant to the subject.', 'She is pretty opinionated, although she claims otherwise, so choose your words carefully.', ""Overall, she\\'s a great teacher and your assignments aren\\'t hard."", 'It was an enjoyable class.']"
She is a great professor. She had my back when the campus dean tried to expel me. She is there 100% for the well being of all students in the classroom and out.,Carla  Steinberg,Sonoma State University,English department,male,"['She is a great professor.', 'She had my back when the campus dean tried to expel me.', 'She is there 100% for the well being of all students in the classroom and out.']"
No Comments,Carla  Steinberg,Sonoma State University,English department,male,['No Comments']
I loved her class. She is very interesting. She cares more about your ideas than the topic of English. She is simply amazing!,Carla  Steinberg,Sonoma State University,English department,male,"['I loved her class.', 'She is very interesting.', 'She cares more about your ideas than the topic of English.', 'She is simply amazing!']"
"Very sweet lady, fun class.",Carla  Steinberg,Sonoma State University,English department,male,"['Very sweet lady, fun class.']"
"Sweet, elderly lady that is willing to go out of her way to help her students and is always open to suggestions. Allows for re-writes and attendance is not required. (Don\'t be alarmed when she hits her head on the wall!)",Carla  Steinberg,Sonoma State University,English department,male,"['Sweet, elderly lady that is willing to go out of her way to help her students and is always open to suggestions.', 'Allows for re-writes and attendance is not required.', ""(Don\\'t be alarmed when she hits her head on the wall!"", ')']"
"Professor Ho\'s lectures are convoluted and w/o structure. She gives nearly no opportunities for student involvement. That said, she is truly passionate about her work and her students and it shows in the lengthy and helpful feedback she gives on the four essays she assigns. The readings are amazing, it\'s just too bad we don\'t get to discuss them.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"[""Professor Ho\\'s lectures are convoluted and w/o structure."", 'She gives nearly no opportunities for student involvement.', 'That said, she is truly passionate about her work and her students and it shows in the lengthy and helpful feedback she gives on the four essays she assigns.', ""The readings are amazing, it\\'s just too bad we don\\'t get to discuss them.""]"
"Wendy Ho is definitely a professor who cares about her students. She is accessible, approachable, hilarious, passionate and truly a one of a kind professor. She takes the time to get to know her students and is encouraging. Yes, her assigned readings and essays are challenging, but she teaches so much and is a great resource. I loved this class.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Wendy Ho is definitely a professor who cares about her students.', 'She is accessible, approachable, hilarious, passionate and truly a one of a kind professor.', 'She takes the time to get to know her students and is encouraging.', 'Yes, her assigned readings and essays are challenging, but she teaches so much and is a great resource.', 'I loved this class.']"
omg worst prof I\'ve ever had. She literally talks in riddles and there is so much reading and theyre difficult. She pins you into going to lecture cause participation is 30% and 3 other papers plus final. I literally can never follow her at all! AVOID!!! Pretty much my entire class dreaded her and the material.,Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"[""omg worst prof I\\'ve ever had."", 'She literally talks in riddles and there is so much reading and theyre difficult.', 'She pins you into going to lecture cause participation is 30% and 3 other papers plus final.', 'I literally can never follow her at all!', 'AVOID!', '!', '!', 'Pretty much my entire class dreaded her and the material.']"
"Oh my god this has probably been my worst experience ever as a student. She rambled on and on n on during lectures; about topics just barely related to the material. I tried to take notes, but honestly there was no point. There are wayyy too many readings to stay caught up on and they\'re quite lengthy. Tests are on ALL readings. Not worth it. AVOID",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Oh my god this has probably been my worst experience ever as a student.', 'She rambled on and on n on during lectures; about topics just barely related to the material.', 'I tried to take notes, but honestly there was no point.', ""There are wayyy too many readings to stay caught up on and they\\'re quite lengthy."", 'Tests are on ALL readings.', 'Not worth it.', 'AVOID']"
"You have a LOT of readings every week. The midterms, final, and papers (2) are based on these readings! She repeats what is important in lecture so you can\'t miss it! Participation in discussion is a must for points. GO TO THE TA for help on the 2 papers! It makes a huge difference. I went from a C+ (1st paper) to B+ (2nd) after meeting w/ the TA.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['You have a LOT of readings every week.', 'The midterms, final, and papers (2) are based on these readings!', ""She repeats what is important in lecture so you can\\'t miss it!"", 'Participation in discussion is a must for points.', 'GO TO THE TA for help on the 2 papers!', 'It makes a huge difference.', 'I went from a C+ (1st paper) to B+ (2nd) after meeting w/ the TA.']"
"She is passionate, but style of instruction and evaluation is not reasonable. No PPT, substantial readings. MCQ can be ridiculously tricky, and the ambiguous wording remind me of SAT. In discussion, you have to talk to get the points. The evaluation of paper totally depends on your TA, which could be subjective. Remember you have other GE options!",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['She is passionate, but style of instruction and evaluation is not reasonable.', 'No PPT, substantial readings.', 'MCQ can be ridiculously tricky, and the ambiguous wording remind me of SAT.', 'In discussion, you have to talk to get the points.', 'The evaluation of paper totally depends on your TA, which could be subjective.', 'Remember you have other GE options!']"
"Personally, I didn\'t enjoy this class. While TAs were very helpful and kind, Professor Ho tended to go on angry rants during lecture. She\'s very passionate, but she would digress from the readings and run out of time educating us on the history. Tests were relatively easy if you did the readings...4 or 5 20 pages readings per week that is.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"[""Personally, I didn\\'t enjoy this class."", 'While TAs were very helpful and kind, Professor Ho tended to go on angry rants during lecture.', ""She\\'s very passionate, but she would digress from the readings and run out of time educating us on the history."", 'Tests were relatively easy if you did the readings...', '4 or 5 20 pages readings per week that is.']"
"ASA 1 is the best class I\'ve taken so far. Prof. Ho is very passionate in her teaching, and I suggest you participate, ask questions, answer questions, sit near the front to be engaged in the course as she can go on tangents. This course will fulfill a lot of GE, but you got to work for it! A lot of reading and 2 Papers, Discussion worth a lot.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"[""ASA 1 is the best class I\\'ve taken so far."", 'Prof.', 'Ho is very passionate in her teaching, and I suggest you participate, ask questions, answer questions, sit near the front to be engaged in the course as she can go on tangents.', 'This course will fulfill a lot of GE, but you got to work for it!', 'A lot of reading and 2 Papers, Discussion worth a lot.']"
"Prof Ho is one of the worst lecturers I\'ve ever had in my three years at UC Davis. Do not take her class. ASA 1 with her was extraordinarily difficult, and I\'ve been taking upper division classes in ethnic studies for two years. She cannot explain things simply; she always has to take the long way around answering a straightforward question.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"[""Prof Ho is one of the worst lecturers I\\'ve ever had in my three years at UC Davis."", 'Do not take her class.', ""ASA 1 with her was extraordinarily difficult, and I\\'ve been taking upper division classes in ethnic studies for two years."", 'She cannot explain things simply; she always has to take the long way around answering a straightforward question.']"
"Just do all of the required readings and attend lecture; she is essentially the study guide for the exams. Pay attention. She also gives actual study guides that help refresh your memory. If you review, you won\'t have much trouble for the multiple-choice exams. Participation matters during the discussion period. There are also two 5-7 page essays.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Just do all of the required readings and attend lecture; she is essentially the study guide for the exams.', 'Pay attention.', 'She also gives actual study guides that help refresh your memory.', ""If you review, you won\\'t have much trouble for the multiple-choice exams."", 'Participation matters during the discussion period.', 'There are also two 5-7 page essays.']"
"Super inspirational! Loved this class, though she tends to ramble on about the same things for the first half hour of every class. Midterm and final are both multiple choice (45 &50 questions) and are easy IF you do the reading. DO THE READING (there\'s a lot!!!), though the way the questions are structured isn\'t too hard to guess. 2 5-7 page papers",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Super inspirational!', 'Loved this class, though she tends to ramble on about the same things for the first half hour of every class.', 'Midterm and final are both multiple choice (45 &50 questions) and are easy IF you do the reading.', ""DO THE READING (there\\'s a lot!"", '!', '!', ""), though the way the questions are structured isn\\'t too hard to guess."", '2 5-7 page papers']"
"Tough class with a lot of material. Although much of it is dry, you will learn a lot, probably more than you should in a single 10 week class. Tests are straightforward and follow the reading she assigns.(which is a ton)",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Tough class with a lot of material.', 'Although much of it is dry, you will learn a lot, probably more than you should in a single 10 week class.', 'Tests are straightforward and follow the reading she assigns.', '(which is a ton)']"
Great teacher to take. Talks about the importance of effort and learning with passion. Love to take another class with her.,Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Great teacher to take.', 'Talks about the importance of effort and learning with passion.', 'Love to take another class with her.']"
"She is amazing to listen to. My favorite class ever. Very discussion based. No tests. Three short papers (possibly creative project substitute), a group project, and two short write ups of your choice. Do your best to read, and talk with her if things come up. She can be flexible with assignments. She\'s not out to fail you, but you have to try hard",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['She is amazing to listen to.', 'My favorite class ever.', 'Very discussion based.', 'No tests.', 'Three short papers (possibly creative project substitute), a group project, and two short write ups of your choice.', 'Do your best to read, and talk with her if things come up.', 'She can be flexible with assignments.', ""She\\'s not out to fail you, but you have to try hard""]"
"Lectures are confusing and boring, I gave up on going at all. A looot of readings too, however tests are multiple choice and super easy if you keep up with the readings and do her handouts. There are 2 5-page papers, overall an OK class, pretty easy to get a B, if you put a little bit more effort in you can definitely get an A.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Lectures are confusing and boring, I gave up on going at all.', 'A looot of readings too, however tests are multiple choice and super easy if you keep up with the readings and do her handouts.', 'There are 2 5-page papers, overall an OK class, pretty easy to get a B, if you put a little bit more effort in you can definitely get an A.']"
So hard to follow her lectures. Every time I actually went to class I ended up not being able to take any notes because she speaks SO unclearly. Tests are pretty easy though,Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['So hard to follow her lectures.', 'Every time I actually went to class I ended up not being able to take any notes because she speaks SO unclearly.', 'Tests are pretty easy though']"
She\'s such a wonderful lady. The textbook she used was very relevant and great for the class. She was very relatable and understanding.,Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"[""She\\'s such a wonderful lady."", 'The textbook she used was very relevant and great for the class.', 'She was very relatable and understanding.']"
"TONS of readings! And she often goes off on random rants about life. This quarter her favorite lines are ""Don\'t be Spongebobs! Or Walking Dead!"" Sometimes going to lecture is totally useless. But then there are other times when she is focused and actually explains/clarifies the readings.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['TONS of readings!', 'And she often goes off on random rants about life.', 'This quarter her favorite lines are ""Don\\\'t be Spongebobs!', 'Or Walking Dead""!', 'Sometimes going to lecture is totally useless.', 'But then there are other times when she is focused and actually explains/clarifies the readings.']"
"Oh No, forget this lady. She made my life hell. Never take any class with her, it\'s a warning. Her lectures are boring as hell, she only gives her opinion and doesn\'t give actual facts. Her exams are stupid pointless, I honestly don\'t know how she became a Professor, Just don\'t take her especially all the reading she makes you do is a bit crazy.",Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Oh No, forget this lady.', 'She made my life hell.', ""Never take any class with her, it\\'s a warning."", ""Her lectures are boring as hell, she only gives her opinion and doesn\\'t give actual facts."", ""Her exams are stupid pointless, I honestly don\\'t know how she became a Professor, Just don\\'t take her especially all the reading she makes you do is a bit crazy.""]"
Her lectures are absolutely pointless the only real reason Ito go is for the handouts she would give. She claims cares for critical thinking yet the midterm and final are multiple choice. The amount or reading is absolutely ridiculous! The amount of reading is absolutely ridiculous! Trust me and please save your self don\'t take this class!,Wendy  Ho,University of California Davis,Women\'s Studies department,mostly_male,"['Her lectures are absolutely pointless the only real reason Ito go is for the handouts she would give.', 'She claims cares for critical thinking yet the midterm and final are multiple choice.', 'The amount or reading is absolutely ridiculous!', 'The amount of reading is absolutely ridiculous!', ""Trust me and please save your self don\\'t take this class!""]"
